semester_code,user_code,subject_code,score
201911,100019094,his1,43
201911,100019094,phl1,43
201911,100019094,eco1,43
201911,100019094,phy1,44
201911,100019094,bio1,42
201911,100019094,for1,43
201911,100019095,kor1,25
201911,100019095,eng1,25
201911,100019095,mat1,26
201911,100019095,his1,27
201911,100019095,phl1,25
201911,100019095,eco1,27
201911,100019095,phy1,24
201911,100019095,bio1,28
201911,100019095,for1,27
201911,100019096,kor1,37
201911,100019096,eng1,37
201911,100019096,mat1,37
201911,100019096,his1,36
201911,100019096,phl1,36
201911,100019096,eco1,38
201911,100019096,phy1,38
201911,100019096,bio1,38
201911,100019096,for1,37
201911,100019097,kor1,23
201911,100019097,eng1,24
201911,100019097,mat1,23
201911,100019097,his1,24
201911,100019097,phl1,23
201911,100019097,eco1,26
201911,100019097,phy1,24
201911,100019097,bio1,27
201911,100019097,for1,26
201911,100019098,kor1,48
201911,100019098,eng1,47
201911,100019098,mat1,48
201911,100019098,his1,47
201911,100019098,phl1,47
201911,100019098,eco1,47
201911,100019098,phy1,47
201911,100019098,bio1,46
201911,100019098,for1,46
201911,100019099,kor1,55
201911,100019099,eng1,53
201911,100019099,mat1,54
201911,100019099,his1,52
201911,100019099,phl1,53
201911,100019099,eco1,54
201911,100019099,phy1,53
201911,100019099,bio1,53
201911,100019099,for1,53
201911,100019100,kor1,45
201911,100019100,eng1,45
201911,100019100,mat1,46
201911,100019100,his1,45
201911,100019100,phl1,46
201911,100019100,eco1,45
201911,100019100,phy1,46
201911,100019100,bio1,44
201911,100019100,for1,45
201911,100019101,kor1,57
201911,100019101,eng1,56
201911,100019101,mat1,57
201911,100019101,his1,55
201911,100019101,phl1,55
201911,100019101,eco1,57
201911,100019101,phy1,56
201911,100019101,bio1,56
201911,100019101,for1,57
201911,100019102,kor1,28
201911,100019102,eng1,29
201911,100019102,mat1,30
201911,100019102,his1,31
201911,100019102,phl1,29
201911,100019102,eco1,31
201911,100019102,phy1,30
201911,100019102,bio1,32
201911,100019102,for1,29
201911,100019103,kor1,40
201911,100019103,eng1,40
201911,100019103,mat1,40
201911,100019103,his1,38
201911,100019103,phl1,39
201911,100019103,eco1,40
201911,100019103,phy1,41
201911,100019103,bio1,39
201911,100019103,for1,40
201911,100019104,kor1,63
201911,100019104,eng1,63
201911,100019104,mat1,61
201911,100019104,his1,61
201911,100019104,phl1,60
201911,100019104,eco1,63
201911,100019104,phy1,63
201911,100019104,bio1,61
201911,100019104,for1,62
201911,100019105,kor1,58
201911,100019105,eng1,56
201911,100019105,mat1,57
201911,100019105,his1,56
201911,100019105,phl1,55
201911,100019105,eco1,58
201911,100019105,phy1,56
201911,100019105,bio1,57
201911,100019105,for1,57
201911,100019106,kor1,51
201911,100019106,eng1,51
201911,100019106,mat1,51
201911,100019106,his1,50
201911,100019106,phl1,49
201911,100019106,eco1,50
201911,100019106,phy1,49
201911,100019106,bio1,49
201911,100019106,for1,49
201911,100019107,kor1,44
201911,100019107,eng1,45
201911,100019107,mat1,45
201911,100019107,his1,45
201911,100019107,phl1,45
201911,100019107,eco1,44
201911,100019107,phy1,45
201911,100019107,bio1,43
201911,100019107,for1,44
201911,100019108,kor1,57
201911,100019108,eng1,56
201911,100019108,mat1,57
201911,100019108,his1,56
201911,100019108,phl1,55
201911,100019108,eco1,57
201911,100019108,phy1,56
201911,100019108,bio1,57
201911,100019108,for1,57
201911,100019109,kor1,59
201911,100019109,eng1,58
201911,100019109,mat1,58
201911,100019109,his1,57
201911,100019109,phl1,56
201911,100019109,eco1,59
201911,100019109,phy1,58
201911,100019109,bio1,58
201911,100019109,for1,58
201911,100019110,kor1,26
201911,100019110,eng1,28
201911,100019110,mat1,29
201911,100019110,his1,29
201911,100019110,phl1,28
201911,100019110,eco1,30
201911,100019110,phy1,28
201911,100019110,bio1,31
201911,100019110,for1,29
201911,100019111,kor1,57
201911,100019111,eng1,56
201911,100019111,mat1,56
201911,100019111,his1,54
201911,100019111,phl1,54
201911,100019111,eco1,57
201911,100019111,phy1,55
201911,100019111,bio1,56
201911,100019111,for1,56
201911,100019112,kor1,64
201911,100019112,eng1,64
201911,100019112,mat1,62
201911,100019112,his1,63
201911,100019112,phl1,61
201911,100019112,eco1,65
201911,100019112,phy1,63
201911,100019112,bio1,62
201911,100019112,for1,62
201911,100019113,kor1,43
201911,100019113,eng1,44
201911,100019113,mat1,44
201911,100019113,his1,43
201911,100019113,phl1,43
201911,100019113,eco1,44
201911,100019113,phy1,44
201911,100019113,bio1,42
201911,100019113,for1,43
201911,100019114,kor1,33
201911,100019114,eng1,36
201911,100019114,mat1,36
201911,100019114,his1,34
201911,100019114,phl1,35
201911,100019114,eco1,36
201911,100019114,phy1,36
201911,100019114,bio1,36
201911,100019114,for1,36
201911,100019115,kor1,43
201911,100019115,eng1,43
201911,100019115,mat1,43
201911,100019115,his1,43
201911,100019115,phl1,43
201911,100019115,eco1,43
201911,100019115,phy1,43
201911,100019115,bio1,42
201911,100019115,for1,43
201911,100019116,kor1,55
201911,100019116,eng1,54
201911,100019116,mat1,54
201911,100019116,his1,52
201911,100019116,phl1,53
201911,100019116,eco1,54
201911,100019116,phy1,53
201911,100019116,bio1,53
201911,100019116,for1,53
201911,100019117,kor1,50
201911,100019117,eng1,50
201911,100019117,mat1,50
201911,100019117,his1,49
201911,100019117,phl1,49
201911,100019117,eco1,49
201911,100019117,phy1,49
201911,100019117,bio1,48
201911,100019117,for1,48
201911,100019118,kor1,61
201911,100019118,eng1,61
201911,100019118,mat1,59
201911,100019118,his1,60
201911,100019118,phl1,58
201911,100019118,eco1,61
201911,100019118,phy1,61
201911,100019118,bio1,59
201911,100019118,for1,60
201911,100019119,kor1,51
201911,100019119,eng1,51
201911,100019119,mat1,51
201911,100019119,his1,50
201911,100019119,phl1,50
201911,100019119,eco1,50
201911,100019119,phy1,49
201911,100019119,bio1,49
201911,100019119,for1,49
201911,100019120,kor1,53
201911,100019120,eng1,52
201911,100019120,mat1,51
201911,100019120,his1,51
201911,100019120,phl1,50
201911,100019120,eco1,50
201911,100019120,phy1,50
201911,100019120,bio1,50
201911,100019120,for1,50
201911,100019121,kor1,54
201911,100019121,eng1,52
201911,100019121,mat1,52
201911,100019121,his1,52
201911,100019121,phl1,52
201911,100019121,eco1,52
201911,100019121,phy1,52
201911,100019121,bio1,52
201911,100019121,for1,52
201911,100019122,kor1,44
201911,100019122,eng1,45
201911,100019122,mat1,45
201911,100019122,his1,45
201911,100019122,phl1,45
201911,100019122,eco1,44
201911,100019122,phy1,45
201911,100019122,bio1,43
201911,100019122,for1,44
201911,100019123,kor1,51
201911,100019123,eng1,51
201911,100019123,mat1,51
201911,100019123,his1,50
201911,100019123,phl1,49
201911,100019123,eco1,50
201911,100019123,phy1,49
201911,100019123,bio1,49
201911,100019123,for1,48
201911,100019124,kor1,78
201911,100019124,eng1,79
201911,100019124,mat1,75
201911,100019124,his1,78
201911,100019124,phl1,78
201911,100019124,eco1,79
201911,100019124,phy1,78
201911,100019124,bio1,77
201911,100019124,for1,76
201911,100019125,kor1,64
201911,100019125,eng1,64
201911,100019125,mat1,61
201911,100019125,his1,62
201911,100019125,phl1,60
201911,100019125,eco1,65
201911,100019125,phy1,63
201911,100019125,bio1,62
201911,100019125,for1,62
201911,100019126,kor1,60
201911,100019126,eng1,59
201911,100019126,mat1,59
201911,100019126,his1,59
201911,100019126,phl1,57
201911,100019126,eco1,60
201911,100019126,phy1,60
201911,100019126,bio1,59
201911,100019126,for1,60
201911,100019127,kor1,41
201911,100019127,eng1,41
201911,100019127,mat1,42
201911,100019127,his1,41
201911,100019127,phl1,40
201911,100019127,eco1,42
201911,100019127,phy1,42
201911,100019127,bio1,41
201911,100019127,for1,41
201911,100019128,kor1,64
201911,100019128,eng1,64
201911,100019128,mat1,61
201911,100019128,his1,62
201911,100019128,phl1,60
201911,100019128,eco1,64
201911,100019128,phy1,63
201911,100019128,bio1,62
201911,100019128,for1,62
201911,100019129,kor1,89
201911,100019129,eng1,85
201911,100019129,mat1,83
201911,100019129,his1,84
201911,100019129,phl1,86
201911,100019129,eco1,87
201911,100019129,phy1,85
201911,100019129,bio1,83
201911,100019129,for1,84
201911,100019130,kor1,29
201911,100019130,eng1,31
201911,100019130,mat1,31
201911,100019130,his1,31
201911,100019130,phl1,32
201911,100019130,eco1,32
201911,100019130,phy1,31
201911,100019130,bio1,33
201911,100019130,for1,31
201911,100019131,kor1,25
201911,100019131,eng1,25
201911,100019131,mat1,27
201911,100019131,his1,27
201911,100019131,phl1,26
201911,100019131,eco1,29
201911,100019131,phy1,25
201911,100019131,bio1,29
201911,100019131,for1,27
201911,100019132,kor1,22
201911,100019132,eng1,18
201911,100019132,mat1,22
201911,100019132,his1,23
201911,100019132,phl1,22
201911,100019132,eco1,24
201911,100019132,phy1,21
201911,100019132,bio1,25
201911,100019132,for1,25
201911,100019133,kor1,76
201911,100019133,eng1,75
201911,100019133,mat1,70
201911,100019133,his1,75
201911,100019133,phl1,72
201911,100019133,eco1,75
201911,100019133,phy1,75
201911,100019133,bio1,74
201911,100019133,for1,73
201911,100019134,kor1,52
201911,100019134,eng1,51
201911,100019134,mat1,51
201911,100019134,his1,50
201911,100019134,phl1,50
201911,100019134,eco1,50
201911,100019134,phy1,50
201911,100019134,bio1,50
201911,100019134,for1,49
201911,100019135,kor1,25
201911,100019135,eng1,25
201911,100019135,mat1,24
201911,100019135,his1,27
201911,100019135,phl1,24
201911,100019135,eco1,27
201911,100019135,phy1,24
201911,100019135,bio1,28
201911,100019135,for1,26
201911,100019136,kor1,70
201911,100019136,eng1,70
201911,100019136,mat1,67
201911,100019136,his1,68
201911,100019136,phl1,67
201911,100019136,eco1,72
201911,100019136,phy1,68
201911,100019136,bio1,68
201911,100019136,for1,68
201911,100019137,kor1,56
201911,100019137,eng1,54
201911,100019137,mat1,55
201911,100019137,his1,54
201911,100019137,phl1,54
201911,100019137,eco1,55
201911,100019137,phy1,55
201911,100019137,bio1,55
201911,100019137,for1,55
201911,100019138,kor1,40
201911,100019138,eng1,41
201911,100019138,mat1,41
201911,100019138,his1,40
201911,100019138,phl1,39
201911,100019138,eco1,41
201911,100019138,phy1,42
201911,100019138,bio1,39
201911,100019138,for1,40
201911,100019139,kor1,59
201911,100019139,eng1,59
201911,100019139,mat1,59
201911,100019139,his1,59
201911,100019139,phl1,57
201911,100019139,eco1,60
201911,100019139,phy1,59
201911,100019139,bio1,58
201911,100019139,for1,59
201911,100019140,kor1,88
201911,100019140,eng1,83
201911,100019140,mat1,79
201911,100019140,his1,82
201911,100019140,phl1,85
201911,100019140,eco1,85
201911,100019140,phy1,84
201911,100019140,bio1,81
201911,100019140,for1,79
201911,100019141,kor1,63
201911,100019141,eng1,64
201911,100019141,mat1,61
201911,100019141,his1,61
201911,100019141,phl1,60
201911,100019141,eco1,64
201911,100019141,phy1,63
201911,100019141,bio1,62
201911,100019141,for1,62
201911,100019142,kor1,60
201911,100019142,eng1,59
201911,100019142,mat1,59
201911,100019142,his1,59
201911,100019142,phl1,57
201911,100019142,eco1,61
201911,100019142,phy1,60
201911,100019142,bio1,59
201911,100019142,for1,60
201911,100019143,kor1,60
201911,100019143,eng1,59
201911,100019143,mat1,59
201911,100019143,his1,59
201911,100019143,phl1,57
201911,100019143,eco1,60
201911,100019143,phy1,59
201911,100019143,bio1,59
201911,100019143,for1,60
201911,100019144,kor1,59
201911,100019144,eng1,59
201911,100019144,mat1,59
201911,100019144,his1,59
201911,100019144,phl1,57
201911,100019144,eco1,60
201911,100019144,phy1,59
201911,100019144,bio1,58
201911,100019144,for1,59
201911,100019145,kor1,20
201911,100019145,eng1,18
201911,100019145,mat1,22
201911,100019145,his1,22
201911,100019145,phl1,21
201911,100019145,eco1,23
201911,100019145,phy1,20
201911,100019145,bio1,22
201911,100019145,for1,23
201911,100019146,kor1,76
201911,100019146,eng1,76
201911,100019146,mat1,70
201911,100019146,his1,75
201911,100019146,phl1,74
201911,100019146,eco1,76
201911,100019146,phy1,76
201911,100019146,bio1,74
201911,100019146,for1,73
201911,100019147,kor1,42
201911,100019147,eng1,42
201911,100019147,mat1,42
201911,100019147,his1,42
201911,100019147,phl1,42
201911,100019147,eco1,42
201911,100019147,phy1,43
201911,100019147,bio1,41
201911,100019147,for1,42
201911,100019148,kor1,42
201911,100019148,eng1,42
201911,100019148,mat1,43
201911,100019148,his1,42
201911,100019148,phl1,42
201911,100019148,eco1,43
201911,100019148,phy1,43
201911,100019148,bio1,41
201911,100019148,for1,42
201911,100019149,kor1,15
201911,100019149,eng1,13
201911,100019149,mat1,17
201911,100019149,his1,18
201911,100019149,phl1,17
201911,100019149,eco1,14
201911,100019149,phy1,12
201911,100019149,bio1,14
201911,100019149,for1,13
201911,100019150,kor1,63
201911,100019150,eng1,62
201911,100019150,mat1,60
201911,100019150,his1,61
201911,100019150,phl1,59
201911,100019150,eco1,62
201911,100019150,phy1,61
201911,100019150,bio1,60
201911,100019150,for1,61
201911,100019151,kor1,50
201911,100019151,eng1,49
201911,100019151,mat1,50
201911,100019151,his1,49
201911,100019151,phl1,49
201911,100019151,eco1,48
201911,100019151,phy1,49
201911,100019151,bio1,48
201911,100019151,for1,47
201911,100019152,kor1,29
201911,100019152,eng1,32
201911,100019152,mat1,31
201911,100019152,his1,31
201911,100019152,phl1,32
201911,100019152,eco1,32
201911,100019152,phy1,31
201911,100019152,bio1,33
201911,100019152,for1,31
201911,100019153,kor1,67
201911,100019153,eng1,68
201911,100019153,mat1,65
201911,100019153,his1,66
201911,100019153,phl1,64
201911,100019153,eco1,68
201911,100019153,phy1,66
201911,100019153,bio1,65
201911,100019153,for1,65
201911,100019154,kor1,31
201911,100019154,eng1,34
201911,100019154,mat1,34
201911,100019154,his1,32
201911,100019154,phl1,33
201911,100019154,eco1,34
201911,100019154,phy1,33
201911,100019154,bio1,34
201911,100019154,for1,33
201911,100019155,kor1,63
201911,100019155,eng1,62
201911,100019155,mat1,60
201911,100019155,his1,61
201911,100019155,phl1,59
201911,100019155,eco1,62
201911,100019155,phy1,62
201911,100019155,bio1,60
201911,100019155,for1,61
201911,100019156,kor1,79
201911,100019156,eng1,81
201911,100019156,mat1,76
201911,100019156,his1,79
201911,100019156,phl1,79
201911,100019156,eco1,80
201911,100019156,phy1,82
201911,100019156,bio1,78
201911,100019156,for1,77
201911,100019157,kor1,58
201911,100019157,eng1,58
201911,100019157,mat1,57
201911,100019157,his1,57
201911,100019157,phl1,56
201911,100019157,eco1,58
201911,100019157,phy1,57
201911,100019157,bio1,57
201911,100019157,for1,58
201911,100019158,kor1,53
201911,100019158,eng1,52
201911,100019158,mat1,51
201911,100019158,his1,51
201911,100019158,phl1,50
201911,100019158,eco1,50
201911,100019158,phy1,50
201911,100019158,bio1,50
201911,100019158,for1,50
201911,100019159,kor1,68
201911,100019159,eng1,69
201911,100019159,mat1,66
201911,100019159,his1,67
201911,100019159,phl1,65
201911,100019159,eco1,70
201911,100019159,phy1,67
201911,100019159,bio1,67
201911,100019159,for1,66
201911,100019160,kor1,44
201911,100019160,eng1,44
201911,100019160,mat1,44
201911,100019160,his1,44
201911,100019160,phl1,44
201911,100019160,eco1,44
201911,100019160,phy1,45
201911,100019160,bio1,43
201911,100019160,for1,44
201911,100019161,kor1,73
201911,100019161,eng1,72
201911,100019161,mat1,69
201911,100019161,his1,70
201911,100019161,phl1,70
201911,100019161,eco1,73
201911,100019161,phy1,72
201911,100019161,bio1,69
201911,100019161,for1,70
201911,100019162,kor1,60
201911,100019162,eng1,59
201911,100019162,mat1,59
201911,100019162,his1,59
201911,100019162,phl1,57
201911,100019162,eco1,60
201911,100019162,phy1,60
201911,100019162,bio1,59
201911,100019162,for1,60
201911,100019163,kor1,30
201911,100019163,eng1,33
201911,100019163,mat1,32
201911,100019163,his1,32
201911,100019163,phl1,32
201911,100019163,eco1,33
201911,100019163,phy1,33
201911,100019163,bio1,34
201911,100019163,for1,32
201911,100019164,kor1,68
201911,100019164,eng1,69
201911,100019164,mat1,66
201911,100019164,his1,66
201911,100019164,phl1,64
201911,100019164,eco1,69
201911,100019164,phy1,66
201911,100019164,bio1,66
201911,100019164,for1,66
201911,100019165,kor1,54
201911,100019165,eng1,53
201911,100019165,mat1,53
201911,100019165,his1,52
201911,100019165,phl1,52
201911,100019165,eco1,53
201911,100019165,phy1,53
201911,100019165,bio1,52
201911,100019165,for1,52
201911,100019166,kor1,42
201911,100019166,eng1,41
201911,100019166,mat1,42
201911,100019166,his1,41
201911,100019166,phl1,41
201911,100019166,eco1,42
201911,100019166,phy1,42
201911,100019166,bio1,41
201911,100019166,for1,41
201911,100019167,kor1,56
201911,100019167,eng1,55
201911,100019167,mat1,56
201911,100019167,his1,54
201911,100019167,phl1,54
201911,100019167,eco1,56
201911,100019167,phy1,55
201911,100019167,bio1,55
201911,100019167,for1,55
201911,100019168,kor1,66
201911,100019168,eng1,67
201911,100019168,mat1,64
201911,100019168,his1,64
201911,100019168,phl1,62
201911,100019168,eco1,67
201911,100019168,phy1,65
201911,100019168,bio1,65
201911,100019168,for1,64
201911,100019169,kor1,59
201911,100019169,eng1,58
201911,100019169,mat1,58
201911,100019169,his1,57
201911,100019169,phl1,56
201911,100019169,eco1,59
201911,100019169,phy1,58
201911,100019169,bio1,58
201911,100019169,for1,58
201911,100019170,kor1,53
201911,100019170,eng1,52
201911,100019170,mat1,52
201911,100019170,his1,51
201911,100019170,phl1,51
201911,100019170,eco1,52
201911,100019170,phy1,51
201911,100019170,bio1,51
201911,100019170,for1,52
201911,100019171,kor1,59
201911,100019171,eng1,58
201911,100019171,mat1,58
201911,100019171,his1,58
201911,100019171,phl1,57
201911,100019171,eco1,59
201911,100019171,phy1,58
201911,100019171,bio1,58
201911,100019171,for1,58
201911,100019172,kor1,47
201911,100019172,eng1,46
201911,100019172,mat1,46
201911,100019172,his1,46
201911,100019172,phl1,46
201911,100019172,eco1,46
201911,100019172,phy1,46
201911,100019172,bio1,45
201911,100019172,for1,46
201911,100019173,kor1,28
201911,100019173,eng1,29
201911,100019173,mat1,30
201911,100019173,his1,30
201911,100019173,phl1,29
201911,100019173,eco1,31
201911,100019173,phy1,29
201911,100019173,bio1,32
201911,100019173,for1,29
201911,100019174,kor1,70
201911,100019174,eng1,70
201911,100019174,mat1,67
201911,100019174,his1,69
201911,100019174,phl1,68
201911,100019174,eco1,72
201911,100019174,phy1,69
201911,100019174,bio1,68
201911,100019174,for1,68
201911,100019175,kor1,54
201911,100019175,eng1,52
201911,100019175,mat1,52
201911,100019175,his1,52
201911,100019175,phl1,52
201911,100019175,eco1,53
201911,100019175,phy1,52
201911,100019175,bio1,52
201911,100019175,for1,52
201911,100019176,kor1,55
201911,100019176,eng1,54
201911,100019176,mat1,54
201911,100019176,his1,52
201911,100019176,phl1,53
201911,100019176,eco1,54
201911,100019176,phy1,54
201911,100019176,bio1,53
201911,100019176,for1,53
201911,100019177,kor1,38
201911,100019177,eng1,39
201911,100019177,mat1,39
201911,100019177,his1,38
201911,100019177,phl1,37
201911,100019177,eco1,39
201911,100019177,phy1,39
201911,100019177,bio1,38
201911,100019177,for1,39
201911,100019178,kor1,68
201911,100019178,eng1,69
201911,100019178,mat1,66
201911,100019178,his1,67
201911,100019178,phl1,66
201911,100019178,eco1,71
201911,100019178,phy1,67
201911,100019178,bio1,67
201911,100019178,for1,66
201911,100019179,kor1,64
201911,100019179,eng1,64
201911,100019179,mat1,62
201911,100019179,his1,63
201911,100019179,phl1,61
201911,100019179,eco1,66
201911,100019179,phy1,64
201911,100019179,bio1,62
201911,100019179,for1,63
201911,100019180,kor1,74
201911,100019180,eng1,73
201911,100019180,mat1,69
201911,100019180,his1,72
201911,100019180,phl1,71
201911,100019180,eco1,73
201911,100019180,phy1,74
201911,100019180,bio1,71
201911,100019180,for1,71
201911,100019181,kor1,45
201911,100019181,eng1,45
201911,100019181,mat1,45
201911,100019181,his1,45
201911,100019181,phl1,45
201911,100019181,eco1,45
201911,100019181,phy1,45
201911,100019181,bio1,44
201911,100019181,for1,44
201911,100019182,kor1,74
201911,100019182,eng1,74
201911,100019182,mat1,69
201911,100019182,his1,73
201911,100019182,phl1,71
201911,100019182,eco1,75
201911,100019182,phy1,74
201911,100019182,bio1,73
201911,100019182,for1,72
201911,100019183,kor1,59
201911,100019183,eng1,58
201911,100019183,mat1,58
201911,100019183,his1,57
201911,100019183,phl1,56
201911,100019183,eco1,59
201911,100019183,phy1,58
201911,100019183,bio1,58
201911,100019183,for1,58
201911,100019184,kor1,68
201911,100019184,eng1,69
201911,100019184,mat1,66
201911,100019184,his1,67
201911,100019184,phl1,65
201911,100019184,eco1,69
201911,100019184,phy1,66
201911,100019184,bio1,66
201911,100019184,for1,66
201911,100019185,kor1,50
201911,100019185,eng1,50
201911,100019185,mat1,50
201911,100019185,his1,49
201911,100019185,phl1,49
201911,100019185,eco1,49
201911,100019185,phy1,49
201911,100019185,bio1,48
201911,100019185,for1,48
201911,100019186,kor1,71
201911,100019186,eng1,71
201911,100019186,mat1,68
201911,100019186,his1,69
201911,100019186,phl1,69
201911,100019186,eco1,72
201911,100019186,phy1,72
201911,100019186,bio1,68
201911,100019186,for1,69
201911,100019187,kor1,60
201911,100019187,eng1,60
201911,100019187,mat1,59
201911,100019187,his1,59
201911,100019187,phl1,57
201911,100019187,eco1,61
201911,100019187,phy1,60
201911,100019187,bio1,59
201911,100019187,for1,60
201911,100019188,kor1,52
201911,100019188,eng1,51
201911,100019188,mat1,51
201911,100019188,his1,50
201911,100019188,phl1,50
201911,100019188,eco1,50
201911,100019188,phy1,50
201911,100019188,bio1,50
201911,100019188,for1,49
201911,100019189,kor1,55
201911,100019189,eng1,54
201911,100019189,mat1,54
201911,100019189,his1,52
201911,100019189,phl1,53
201911,100019189,eco1,54
201911,100019189,phy1,54
201911,100019189,bio1,54
201911,100019189,for1,53
201911,100019190,kor1,40
201911,100019190,eng1,40
201911,100019190,mat1,40
201911,100019190,his1,38
201911,100019190,phl1,38
201911,100019190,eco1,40
201911,100019190,phy1,40
201911,100019190,bio1,39
201911,100019190,for1,40
201911,100019191,kor1,23
201911,100019191,eng1,24
201911,100019191,mat1,24
201911,100019191,his1,25
201911,100019191,phl1,23
201911,100019191,eco1,27
201911,100019191,phy1,24
201911,100019191,bio1,28
201911,100019191,for1,26
201911,100019192,kor1,56
201911,100019192,eng1,55
201911,100019192,mat1,55
201911,100019192,his1,54
201911,100019192,phl1,54
201911,100019192,eco1,55
201911,100019192,phy1,55
201911,100019192,bio1,55
201911,100019192,for1,55
201911,100019193,kor1,80
201911,100019193,eng1,83
201911,100019193,mat1,78
201911,100019193,his1,80
201911,100019193,phl1,80
201911,100019193,eco1,85
201911,100019193,phy1,83
201911,100019193,bio1,80
201911,100019193,for1,78
201911,100019194,kor1,29
201911,100019194,eng1,30
201911,100019194,mat1,31
201911,100019194,his1,31
201911,100019194,phl1,31
201911,100019194,eco1,32
201911,100019194,phy1,30
201911,100019194,bio1,33
201911,100019194,for1,31
201911,100019195,kor1,48
201911,100019195,eng1,46
201911,100019195,mat1,47
201911,100019195,his1,47
201911,100019195,phl1,47
201911,100019195,eco1,47
201911,100019195,phy1,47
201911,100019195,bio1,46
201911,100019195,for1,46
201911,100019196,kor1,60
201911,100019196,eng1,60
201911,100019196,mat1,59
201911,100019196,his1,60
201911,100019196,phl1,57
201911,100019196,eco1,61
201911,100019196,phy1,60
201911,100019196,bio1,59
201911,100019196,for1,60
201911,100019197,kor1,54
201911,100019197,eng1,53
201911,100019197,mat1,53
201911,100019197,his1,52
201911,100019197,phl1,52
201911,100019197,eco1,53
201911,100019197,phy1,52
201911,100019197,bio1,52
201911,100019197,for1,52
201911,100019198,kor1,22
201911,100019198,eng1,18
201911,100019198,mat1,22
201911,100019198,his1,23
201911,100019198,phl1,22
201911,100019198,eco1,24
201911,100019198,phy1,22
201911,100019198,bio1,26
201911,100019198,for1,25
201911,100019199,kor1,55
201911,100019199,eng1,53
201911,100019199,mat1,54
201911,100019199,his1,52
201911,100019199,phl1,53
201911,100019199,eco1,54
201911,100019199,phy1,53
201911,100019199,bio1,53
201911,100019199,for1,53
201911,100019200,kor1,49
201911,100019200,eng1,48
201911,100019200,mat1,48
201911,100019200,his1,48
201911,100019200,phl1,48
201911,100019200,eco1,48
201911,100019200,phy1,48
201911,100019200,bio1,46
201911,100019200,for1,47
201911,100019201,kor1,65
201911,100019201,eng1,66
201911,100019201,mat1,64
201911,100019201,his1,64
201911,100019201,phl1,61
201911,100019201,eco1,67
201911,100019201,phy1,64
201911,100019201,bio1,64
201911,100019201,for1,64
201911,100019202,kor1,63
201911,100019202,eng1,62
201911,100019202,mat1,61
201911,100019202,his1,61
201911,100019202,phl1,59
201911,100019202,eco1,63
201911,100019202,phy1,62
201911,100019202,bio1,61
201911,100019202,for1,61
201911,100019203,kor1,61
201911,100019203,eng1,61
201911,100019203,mat1,60
201911,100019203,his1,60
201911,100019203,phl1,58
201911,100019203,eco1,62
201911,100019203,phy1,61
201911,100019203,bio1,59
201911,100019203,for1,60
201911,100019204,kor1,41
201911,100019204,eng1,41
201911,100019204,mat1,41
201911,100019204,his1,41
201911,100019204,phl1,40
201911,100019204,eco1,42
201911,100019204,phy1,42
201911,100019204,bio1,41
201911,100019204,for1,41
201911,100019205,kor1,41
201911,100019205,eng1,41
201911,100019205,mat1,41
201911,100019205,his1,41
201911,100019205,phl1,40
201911,100019205,eco1,41
201911,100019205,phy1,42
201911,100019205,bio1,40
201911,100019205,for1,41
201911,100019206,kor1,47
201911,100019206,eng1,46
201911,100019206,mat1,47
201911,100019206,his1,47
201911,100019206,phl1,47
201911,100019206,eco1,46
201911,100019206,phy1,47
201911,100019206,bio1,46
201911,100019206,for1,46
201911,100019207,kor1,74
201911,100019207,eng1,73
201911,100019207,mat1,69
201911,100019207,his1,72
201911,100019207,phl1,71
201911,100019207,eco1,74
201911,100019207,phy1,74
201911,100019207,bio1,72
201911,100019207,for1,71
201911,100019208,kor1,57
201911,100019208,eng1,56
201911,100019208,mat1,56
201911,100019208,his1,55
201911,100019208,phl1,54
201911,100019208,eco1,57
201911,100019208,phy1,55
201911,100019208,bio1,56
201911,100019208,for1,56
201911,100019209,kor1,40
201911,100019209,eng1,40
201911,100019209,mat1,40
201911,100019209,his1,39
201911,100019209,phl1,39
201911,100019209,eco1,40
201911,100019209,phy1,41
201911,100019209,bio1,39
201911,100019209,for1,40
201911,100019210,kor1,12
201911,100019210,eng1,11
201911,100019210,mat1,11
201911,100019210,his1,11
201911,100019210,phl1,10
201911,100019210,eco1,5
201911,100019210,phy1,6
201911,100019210,bio1,5
201911,100019210,for1,5
201911,100019211,kor1,77
201911,100019211,eng1,77
201911,100019211,mat1,72
201911,100019211,his1,76
201911,100019211,phl1,75
201911,100019211,eco1,77
201911,100019211,phy1,76
201911,100019211,bio1,76
201911,100019211,for1,75
201911,100019212,kor1,55
201911,100019212,eng1,53
201911,100019212,mat1,54
201911,100019212,his1,52
201911,100019212,phl1,52
201911,100019212,eco1,53
201911,100019212,phy1,53
201911,100019212,bio1,53
201911,100019212,for1,53
201911,100019213,kor1,71
201911,100019213,eng1,70
201911,100019213,mat1,68
201911,100019213,his1,69
201911,100019213,phl1,68
201911,100019213,eco1,72
201911,100019213,phy1,70
201911,100019213,bio1,68
201911,100019213,for1,68
201911,100019214,kor1,95
201911,100019214,eng1,95
201911,100019214,mat1,86
201911,100019214,his1,95
201911,100019214,phl1,99
201911,100019214,eco1,95
201911,100019214,phy1,93
201911,100019214,bio1,92
201911,100019214,for1,97
201911,100019215,kor1,57
201911,100019215,eng1,56
201911,100019215,mat1,56
201911,100019215,his1,55
201911,100019215,phl1,55
201911,100019215,eco1,57
201911,100019215,phy1,56
201911,100019215,bio1,56
